"date","campaign","sessions","ad.cost","ad.clicks","impressions"
2014-09-03,"Competencia Search - SOAT",16,9.85,14,312
2014-09-03,"Display I - Mapfre Fondo Universitario",431,83.99,616,519068
2014-09-03,"Display Infografia - Orientación Vocacional",2,0,0,0
2014-09-04,"(not set)",7,0,0,0
2014-09-04,"Brand Search - Deceso, Sepelios y Camposanto",0,0.11,3,40
2014-09-04,"Brand Search - Fondo universitario",2,0.84,2,21
2014-09-04,"Brand Search - Mapfre Autos",213,54.14,199,1553
2014-09-04,"Brand Search - Mapfre SCTR",9,0.49,8,19
2014-09-04,"Brand Search - Mapfre Trebol Salud",18,5.84,18,95
2014-09-04,"Brand Search - Soat",23,5.04,22,60
2014-09-04,"Categoria Search - Mapfre Trebol Salud",14,9.23,20,330
2014-09-04,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,8
2014-09-04,"Categorias Search - Mapfre Autos",50,85.45,64,848
2014-09-04,"Categorias Search - Mapfre Fondo Universitario",28,16.87,31,570
2014-09-04,"Categorias Search - Mapfre SCTR",69,24.39,57,876
2014-09-04,"Categorias Search - SOAT",119,77.96,117,2188
2014-09-04,"Competencia Search - Mapfre Autos",16,13.79,11,368
2014-09-04,"Competencia Search - Mapfre Fondo Universitario",0,1.19,1,239
2014-09-04,"Competencia Search - Mapfre Sctr",16,4.23,13,103
2014-09-04,"Competencia Search - SOAT",14,11.01,15,334
2014-09-04,"Display I - Mapfre Fondo Universitario",362,83.79,582,531113
2014-09-05,"Brand Search - Deceso, Sepelios y Camposanto",0,0.42,6,32
2014-09-05,"Brand Search - Fondo universitario",5,0.71,2,14
2014-09-05,"Brand Search - Mapfre Autos",204,70.87,224,1445
2014-09-05,"Brand Search - Mapfre SCTR",11,1.19,14,20
2014-09-05,"Brand Search - Mapfre Trebol Salud",28,9.47,25,83
2014-09-05,"Brand Search - Soat",11,3.27,19,82
2014-09-05,"Categoria Search - Mapfre Trebol Salud",18,5.23,13,297
2014-09-05,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,5
2014-09-05,"Categorias Search - Mapfre Autos",60,84.86,58,844
2014-09-05,"Categorias Search - Mapfre Fondo Universitario",23,22.7,36,490
2014-09-05,"Categorias Search - Mapfre SCTR",50,20.72,56,737
2014-09-05,"Categorias Search - SOAT",112,75.84,107,1848
2014-09-05,"Competencia Search - Mapfre Autos",11,5.13,4,343
2014-09-05,"Competencia Search - Mapfre Fondo Universitario",2,2.13,2,194
2014-09-05,"Competencia Search - Mapfre Sctr",14,4.25,15,101
2014-09-05,"Competencia Search - SOAT",28,28.02,33,364
2014-09-05,"Display I - Mapfre Fondo Universitario",401,81.21,546,457805
2014-09-06,"Brand Search - Deceso, Sepelios y Camposanto",0,0.34,5,20
2014-09-06,"Brand Search - Fondo universitario",2,0.15,1,7
2014-09-06,"Brand Search - Mapfre Autos",174,42.26,154,898
2014-09-06,"Brand Search - Mapfre SCTR",28,0.96,14,28
2014-09-06,"Brand Search - Mapfre Trebol Salud",11,5.65,14,75
2014-09-06,"Brand Search - Soat",34,8.95,24,61
2014-09-06,"Categoria Search - Mapfre Trebol Salud",7,3.38,7,212
2014-09-06,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,6
2014-09-06,"Categorias Search - Mapfre Autos",48,59.48,45,504
2014-09-06,"Categorias Search - Mapfre Fondo Universitario",18,10.39,13,286
2014-09-06,"Categorias Search - Mapfre SCTR",46,18.15,37,342
2014-09-06,"Categorias Search - SOAT",83,58.12,74,1392
2014-09-06,"Competencia Search - Mapfre Autos",7,7.45,6,157
2014-09-06,"Competencia Search - Mapfre Fondo Universitario",0,2.09,2,93
2014-09-06,"Competencia Search - Mapfre Sctr",11,1.11,7,41
2014-09-06,"Competencia Search - SOAT",36,15.85,24,217
2014-09-06,"Display I - Mapfre Fondo Universitario",346,79.94,549,459996
2014-09-07,"Brand Search - Deceso, Sepelios y Camposanto",0,0.78,9,22
2014-09-07,"Brand Search - Fondo universitario",2,0.24,1,8
2014-09-07,"Brand Search - Mapfre Autos",103,24.72,103,829
2014-09-07,"Brand Search - Mapfre SCTR",2,0.03,1,1
2014-09-07,"Brand Search - Mapfre Trebol Salud",9,3.26,9,33
2014-09-07,"Categoria Search - Mapfre Trebol Salud",10,4.51,10,227
2014-09-07,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,6
2014-09-07,"Categorias Search - Mapfre Autos",37,53.48,38,581
2014-09-07,"Categorias Search - Mapfre Fondo Universitario",14,10.46,19,255
2014-09-07,"Categorias Search - Mapfre SCTR",27,9.5,20,215
2014-09-07,"Categorias Search - SOAT",5,0,0,0
2014-09-07,"Competencia Search - Mapfre Autos",7,4.45,4,146
2014-09-07,"Competencia Search - Mapfre Fondo Universitario",2,0.65,1,82
2014-09-07,"Competencia Search - Mapfre Sctr",0,0.13,1,17
2014-09-07,"Display I - Mapfre Fondo Universitario",390,82.81,586,458174
2014-09-08,"(not set)",2,0,0,0
2014-09-08,"Brand Search - Deceso, Sepelios y Camposanto",0,0.27,5,30
2014-09-08,"Brand Search - Fondo universitario",5,0.59,2,16
2014-09-08,"Brand Search - Mapfre Autos",291,79.93,274,1735
2014-09-08,"Brand Search - Mapfre SCTR",5,1.15,11,30
2014-09-08,"Brand Search - Mapfre Trebol Salud",32,11.77,32,104
2014-09-08,"Brand Search - Sepelios - Mapfre",0,0.08,1,7
2014-09-08,"Brand Search - Soat",28,7.54,30,86
2014-09-08,"Categoria Search - Mapfre Trebol Salud",28,11.24,24,443
2014-09-08,"Categoria Search - Sepelios - Mapfre",0,0,0,11
2014-09-08,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,8
2014-09-08,"Categorias Search - Mapfre Autos",83,88.22,71,1078
2014-09-08,"Categorias Search - Mapfre Fondo Universitario",37,30.61,51,712
2014-09-08,"Categorias Search - Mapfre SCTR",60,31,70,862
2014-09-08,"Categorias Search - SOAT",147,105.54,149,2551
2014-09-08,"Competencia Search - Mapfre Autos",9,14.64,9,396
2014-09-08,"Competencia Search - Mapfre Fondo Universitario",0,0,0,238
2014-09-08,"Competencia Search - Mapfre Sctr",11,3.56,12,119
2014-09-08,"Competencia Search - SOAT",37,24.53,36,410
2014-09-08,"Competencia Search - Sepelios - Mapfre",0,0,0,2
2014-09-08,"Display I - Mapfre Fondo Universitario",610,131.73,936,682653
2014-09-09,"Brand Search - Fondo universitario",0,1.6,5,20
2014-09-09,"Brand Search - Mapfre Autos",291,72.67,254,1721
2014-09-09,"Brand Search - Mapfre SCTR",11,1.47,16,33
2014-09-09,"Brand Search - Mapfre Trebol Salud",32,11.35,39,123
2014-09-09,"Brand Search - Sepelios - Mapfre",23,4.32,18,107
2014-09-09,"Brand Search - Soat",34,6.31,30,55
2014-09-09,"Categoria Search - Mapfre Trebol Salud",28,15.85,27,512
2014-09-09,"Categoria Search - Sepelios - Mapfre",32,9.63,29,1434
2014-09-09,"Categorias Search - Mapfre Autos",73,96.27,78,1181
2014-09-09,"Categorias Search - Mapfre Fondo Universitario",30,18.31,38,608
2014-09-09,"Categorias Search - Mapfre SCTR",69,30.9,69,772
2014-09-09,"Categorias Search - SOAT",146,82.53,118,2259
2014-09-09,"Competencia Search - Mapfre Autos",11,16.41,10,438
2014-09-09,"Competencia Search - Mapfre Fondo Universitario",2,3.19,2,215
2014-09-09,"Competencia Search - Mapfre Sctr",5,3.26,11,131
2014-09-09,"Competencia Search - SOAT",25,16.81,26,312
2014-09-09,"Competencia Search - Sepelios - Mapfre",0,0.28,1,29
2014-09-09,"Display I - Mapfre Fondo Universitario",658,126.78,927,670372
2014-09-09,"Display II - Mapfre Fondo Universitario",0,0,0,56
2014-09-10,"(not set)",2,0,0,0
2014-09-10,"Brand Search - Fondo universitario",2,2.17,6,17
2014-09-10,"Brand Search - Mapfre Autos",305,83.42,301,1648
2014-09-10,"Brand Search - Mapfre SCTR",11,0.76,11,20
2014-09-10,"Brand Search - Mapfre Trebol Salud",14,9.7,28,126
2014-09-10,"Brand Search - Sepelios - Mapfre",9,2.33,9,60
2014-09-10,"Brand Search - Soat",32,12.54,28,60
2014-09-10,"Categoria Search - Mapfre Trebol Salud",23,18.48,29,414
2014-09-10,"Categoria Search - Sepelios - Mapfre",55,13.46,46,2565
2014-09-10,"Categorias Search - Mapfre Autos",64,82.81,69,1156
2014-09-10,"Categorias Search - Mapfre Fondo Universitario",25,12.02,22,557
2014-09-10,"Categorias Search - Mapfre SCTR",90,31.97,74,732
2014-09-10,"Categorias Search - SOAT",105,81.01,109,2273
2014-09-10,"Competencia Search - Mapfre Autos",5,16.14,9,444
2014-09-10,"Competencia Search - Mapfre Fondo Universitario",4,5.9,4,219
2014-09-10,"Competencia Search - Mapfre Sctr",18,5.53,18,130
2014-09-10,"Competencia Search - SOAT",37,23.53,37,337
2014-09-10,"Competencia Search - Sepelios - Mapfre",0,0,0,47
2014-09-10,"Display I - Mapfre Fondo Universitario",514,100.78,774,585776
2014-09-10,"Display II - Mapfre Fondo Universitario",0,0,0,167
2014-09-11,"(not set)",2,0,0,0
2014-09-11,"Brand Search - Fondo universitario",2,1.16,4,26
2014-09-11,"Brand Search - Mapfre Autos",282,67.7,264,1550
2014-09-11,"Brand Search - Mapfre SCTR",2,0.18,2,9
2014-09-11,"Brand Search - Mapfre Trebol Salud",32,7.87,23,108
2014-09-11,"Brand Search - Sepelios - Mapfre",16,2.91,14,201
2014-09-11,"Brand Search - Soat",16,4.68,13,42
2014-09-11,"Categoria Search - Mapfre Trebol Salud",39,22.71,32,390
2014-09-11,"Categoria Search - Sepelios - Mapfre",20,5.5,21,1697
2014-09-11,"Categorias Search - Mapfre - Hogar 24",0,0.44,1,5
2014-09-11,"Categorias Search - Mapfre Autos",62,67.31,58,1048
2014-09-11,"Categorias Search - Mapfre Fondo Universitario",28,13.31,24,640
2014-09-11,"Categorias Search - Mapfre SCTR",68,25.51,67,777
2014-09-11,"Categorias Search - SOAT",154,93.02,126,2899
2014-09-11,"Competencia Search - Mapfre Autos",34,35.75,25,584
2014-09-11,"Competencia Search - Mapfre Fondo Universitario",2,3.99,3,294
2014-09-11,"Competencia Search - Mapfre Sctr",9,8.25,21,154
2014-09-11,"Competencia Search - SOAT",34,23.32,39,426
2014-09-11,"Competencia Search - Sepelios - Mapfre",9,3.63,7,234
2014-09-11,"Display I - Mapfre Fondo Universitario",394,89.92,675,508409
2014-09-11,"Display II - Mapfre Fondo Universitario",0,0,0,179
2014-09-12,"(not set)",2,0,0,0
2014-09-12,"Brand Search - Fondo universitario",5,0.95,2,15
2014-09-12,"Brand Search - Mapfre Autos",250,58.84,237,1537
2014-09-12,"Brand Search - Mapfre SCTR",9,1.85,15,23
2014-09-12,"Brand Search - Mapfre Trebol Salud",18,7.63,21,125
2014-09-12,"Brand Search - Sepelios - Mapfre",16,5.04,17,291
2014-09-12,"Brand Search - Soat",21,5.2,25,49
2014-09-12,"Categoria Search - Mapfre Trebol Salud",42,16.39,26,348
2014-09-12,"Categoria Search - Sepelios - Mapfre",21,24.56,36,1147
2014-09-12,"Categorias Search - Mapfre Autos",50,73.13,56,986
2014-09-12,"Categorias Search - Mapfre Fondo Universitario",25,18.02,27,444
2014-09-12,"Categorias Search - Mapfre SCTR",55,30.09,72,753
2014-09-12,"Categorias Search - SOAT",92,61.29,84,1705
2014-09-12,"Competencia Search - Mapfre Autos",0,6.5,4,369
2014-09-12,"Competencia Search - Mapfre Fondo Universitario",2,1.79,1,226
2014-09-12,"Competencia Search - Mapfre Sctr",16,3.96,13,136
2014-09-12,"Competencia Search - SOAT",28,20.24,34,329
2014-09-12,"Competencia Search - Sepelios - Mapfre",9,8.48,12,463
2014-09-12,"Display I - Mapfre Fondo Universitario",367,72.37,540,449110
2014-09-12,"Display II - Mapfre Fondo Universitario",0,0,0,87
2014-09-13,"(not set)",2,0,0,0
2014-09-13,"Brand Search - Fondo universitario",2,0.34,1,11
2014-09-13,"Brand Search - Mapfre Autos",126,26.46,113,785
2014-09-13,"Brand Search - Mapfre SCTR",0,0.31,2,6
2014-09-13,"Brand Search - Mapfre Trebol Salud",11,4.48,13,70
2014-09-13,"Brand Search - Sepelios - Mapfre",9,4.05,7,214
2014-09-13,"Brand Search - Soat",14,3.69,13,41
2014-09-13,"Categoria Search - Mapfre Trebol Salud",32,16.41,23,237
2014-09-13,"Categoria Search - Sepelios - Mapfre",18,24.78,26,1051
2014-09-13,"Categorias Search - Mapfre Autos",53,42.24,38,450
2014-09-13,"Categorias Search - Mapfre Fondo Universitario",9,8.26,13,267
2014-09-13,"Categorias Search - Mapfre SCTR",34,12.16,33,270
2014-09-13,"Categorias Search - SOAT",110,53.9,78,1496
2014-09-13,"Competencia Search - Mapfre Autos",9,4.98,4,75
2014-09-13,"Competencia Search - Mapfre Fondo Universitario",0,0,0,96
2014-09-13,"Competencia Search - Mapfre Sctr",0,2.02,4,54
2014-09-13,"Competencia Search - SOAT",14,11.52,20,278
2014-09-13,"Competencia Search - Sepelios - Mapfre",11,6.46,8,356
2014-09-13,"Display I - Mapfre Fondo Universitario",520,114.58,869,650807
2014-09-14,"Brand Search - Fondo universitario",0,0,0,11
2014-09-14,"Brand Search - Mapfre Autos",94,22.3,76,617
2014-09-14,"Brand Search - Mapfre SCTR",0,0.3,2,3
2014-09-14,"Brand Search - Mapfre Trebol Salud",7,4.91,13,87
2014-09-14,"Brand Search - Sepelios - Mapfre",14,6.08,12,188
2014-09-14,"Categoria Search - Mapfre Trebol Salud",13,12.02,18,208
2014-09-14,"Categoria Search - Sepelios - Mapfre",43,24.5,32,1079
2014-09-14,"Categorias Search - Mapfre Autos",30,38.56,35,492
2014-09-14,"Categorias Search - Mapfre Fondo Universitario",9,7.97,13,440
2014-09-14,"Categorias Search - Mapfre SCTR",16,4.11,13,237
2014-09-14,"Categorias Search - SOAT",2,0,0,0
2014-09-14,"Competencia Search - Mapfre Autos",0,0,0,48
2014-09-14,"Competencia Search - Mapfre Fondo Universitario",0,0,0,164
2014-09-14,"Competencia Search - Mapfre Sctr",2,0.99,2,26
2014-09-14,"Competencia Search - Sepelios - Mapfre",14,10.38,15,432
2014-09-14,"Display I - Mapfre Fondo Universitario",582,127.99,989,724837
2014-09-15,"(not set)",2,0,0,0
2014-09-15,"Brand Search - Fondo universitario",2,2.59,7,24
2014-09-15,"Brand Search - Mapfre - Hogar 24",0,0,0,2
2014-09-15,"Brand Search - Mapfre Autos",271,74.63,265,1657
2014-09-15,"Brand Search - Mapfre SCTR",21,1.48,16,26
2014-09-15,"Brand Search - Mapfre Trebol Salud",41,17.37,48,171
2014-09-15,"Brand Search - Sepelios - Mapfre",21,11.12,24,277
2014-09-15,"Brand Search - Soat",44,5.57,29,98
2014-09-15,"Categoria Search - Mapfre Trebol Salud",23,21.74,30,473
2014-09-15,"Categoria Search - Sepelios - Mapfre",30,24.12,23,862
2014-09-15,"Categorias Search - Mapfre - Hogar 24",2,1.98,4,50
2014-09-15,"Categorias Search - Mapfre Autos",80,78.81,73,885
2014-09-15,"Categorias Search - Mapfre Fondo Universitario",55,35.68,52,922
2014-09-15,"Categorias Search - Mapfre SCTR",69,29.9,75,703
2014-09-15,"Categorias Search - SOAT",170,114.82,158,2765
2014-09-15,"Competencia Search - Mapfre Autos",2,0.98,1,25
2014-09-15,"Competencia Search - Mapfre Fondo Universitario",2,5.89,6,313
2014-09-15,"Competencia Search - Mapfre Sctr",9,4.55,12,132
2014-09-15,"Competencia Search - SOAT",44,24.63,39,396
2014-09-15,"Competencia Search - Sepelios - Mapfre",5,4.96,6,379
2014-09-15,"Display I - Mapfre Fondo Universitario",174,37.17,308,259786
2014-09-15,"Display II - Mapfre Fondo Universitario",0,0,0,39
2014-09-16,"(not set)",2,0,0,0
2014-09-16,"Brand Search - Fondo universitario",2,1.73,6,15
2014-09-16,"Brand Search - Mapfre - Hogar 24",0,0.83,4,6
2014-09-16,"Brand Search - Mapfre Autos",300,76.51,274,1618
2014-09-16,"Brand Search - Mapfre SCTR",0,0,0,11
2014-09-16,"Brand Search - Mapfre Trebol Salud",23,10.53,27,126
2014-09-16,"Brand Search - Sepelios - Mapfre",14,8.66,17,245
2014-09-16,"Brand Search - Soat",21,12.03,31,86
2014-09-16,"Categoria Search - Mapfre Trebol Salud",37,19.6,23,446
2014-09-16,"Categoria Search - Sepelios - Mapfre",82,68.02,90,2325
2014-09-16,"Categorias Search - Mapfre - Hogar 24",2,1.71,3,72
2014-09-16,"Categorias Search - Mapfre Autos",71,88.23,77,843
2014-09-16,"Categorias Search - Mapfre Fondo Universitario",44,36,60,967
2014-09-16,"Categorias Search - Mapfre SCTR",60,27.51,69,739
2014-09-16,"Categorias Search - SOAT",142,99.49,134,2344
2014-09-16,"Competencia Search - Mapfre - Hogar 24",0,0,0,1
2014-09-16,"Competencia Search - Mapfre Fondo Universitario",2,5.73,4,344
2014-09-16,"Competencia Search - Mapfre Sctr",9,6.21,18,135
2014-09-16,"Competencia Search - SOAT",23,15.84,27,333
2014-09-16,"Competencia Search - Sepelios - Mapfre",4,8.5,9,396
2014-09-16,"Display I - Mapfre Fondo Universitario",110,21.33,166,141818
2014-09-16,"Display II - Mapfre Fondo Universitario",0,0,0,84
2014-09-17,"Brand Search - Fondo universitario",2,2.26,6,15
2014-09-17,"Brand Search - Mapfre - Hogar 24",2,0.47,1,3
2014-09-17,"Brand Search - Mapfre Autos",222,63.13,234,1654
2014-09-17,"Brand Search - Mapfre SCTR",7,0.6,9,28
2014-09-17,"Brand Search - Mapfre Trebol Salud",41,11.91,29,132
2014-09-17,"Brand Search - Sepelios - Mapfre",11,11.97,26,302
2014-09-17,"Brand Search - Soat",37,13.25,34,111
2014-09-17,"Categoria Search - Mapfre Trebol Salud",20,23.49,31,473
2014-09-17,"Categoria Search - Sepelios - Mapfre",66,65.03,79,2497
2014-09-17,"Categorias Search - Mapfre - Hogar 24",2,2.01,4,86
2014-09-17,"Categorias Search - Mapfre Autos",107,103.94,101,1187
2014-09-17,"Categorias Search - Mapfre Fondo Universitario",39,35.95,56,1039
2014-09-17,"Categorias Search - Mapfre SCTR",78,27.55,64,894
2014-09-17,"Categorias Search - SOAT",165,104.11,138,2352
2014-09-17,"Competencia Search - Mapfre Fondo Universitario",7,5.84,4,335
2014-09-17,"Competencia Search - Mapfre Sctr",21,5.2,20,168
2014-09-17,"Competencia Search - SOAT",46,28.47,47,440
2014-09-17,"Competencia Search - Sepelios - Mapfre",5,4.37,6,319
2014-09-17,"Display I - Mapfre Fondo Universitario",119,28.26,207,171968
2014-09-17,"Display II - Mapfre Fondo Universitario",0,0,0,15
2014-09-18,"Brand Search - Fondo universitario",0,0.54,1,6
2014-09-18,"Brand Search - Mapfre Autos",216,63.85,205,1385
2014-09-18,"Brand Search - Mapfre SCTR",11,2.21,17,30
2014-09-18,"Brand Search - Mapfre Trebol Salud",28,6.95,24,119
2014-09-18,"Brand Search - Sepelios - Mapfre",28,8.49,22,230
2014-09-18,"Brand Search - Soat",50,14.78,39,96
2014-09-18,"Categoria Search - Mapfre Trebol Salud",26,15.75,20,395
2014-09-18,"Categoria Search - Sepelios - Mapfre",85,61.83,86,3263
2014-09-18,"Categorias Search - Mapfre - Hogar 24",5,5.45,5,109
2014-09-18,"Categorias Search - Mapfre Autos",78,115.1,98,1083
2014-09-18,"Categorias Search - Mapfre Fondo Universitario",44,30.3,43,853
2014-09-18,"Categorias Search - Mapfre SCTR",62,25.61,68,790
2014-09-18,"Categorias Search - SOAT",156,109.6,132,2287
2014-09-18,"Competencia Search - Mapfre - Hogar 24",0,0,0,1
2014-09-18,"Competencia Search - Mapfre Fondo Universitario",5,5.62,5,401
2014-09-18,"Competencia Search - Mapfre Sctr",14,3.59,14,144
2014-09-18,"Competencia Search - SOAT",37,12.93,20,355
2014-09-18,"Competencia Search - Sepelios - Mapfre",0,8.29,10,306
2014-09-18,"Display I - Mapfre Fondo Universitario",156,37.72,255,221754
2014-09-18,"Display II - Mapfre Fondo Universitario",0,0,0,46
2014-09-19,"(not set)",2,0,0,0
2014-09-19,"Brand Search - Fondo universitario",0,0,0,10
2014-09-19,"Brand Search - Mapfre - Hogar 24",9,0.36,1,1
2014-09-19,"Brand Search - Mapfre Autos",202,64.3,226,1505
2014-09-19,"Brand Search - Mapfre SCTR",14,0.7,9,14
2014-09-19,"Brand Search - Mapfre Trebol Salud",30,6.6,26,123
2014-09-19,"Brand Search - Sepelios - Mapfre",25,7.29,19,212
2014-09-19,"Brand Search - Soat",28,12.01,24,98
2014-09-19,"Categoria Search - Mapfre Trebol Salud",34,28.96,30,382
2014-09-19,"Categoria Search - Sepelios - Mapfre",87,60.14,75,2456
2014-09-19,"Categorias Search - Mapfre - Hogar 24",9,10.53,7,81
2014-09-19,"Categorias Search - Mapfre Autos",41,72.83,64,835
2014-09-19,"Categorias Search - Mapfre Fondo Universitario",62,30.04,44,941
2014-09-19,"Categorias Search - Mapfre SCTR",71,19.2,59,700
2014-09-19,"Categorias Search - SOAT",124,96.65,113,1782
2014-09-19,"Competencia Search - Mapfre - Hogar 24",0,0,0,1
2014-09-19,"Competencia Search - Mapfre Fondo Universitario",5,5.7,5,394
2014-09-19,"Competencia Search - Mapfre Sctr",7,3.3,8,89
2014-09-19,"Competencia Search - SOAT",30,16.9,27,331
2014-09-19,"Competencia Search - Sepelios - Mapfre",9,4.27,6,321
2014-09-19,"Display I - Mapfre Fondo Universitario",296,76.42,443,416142
2014-09-19,"Display II - Mapfre Fondo Universitario",0,0,0,49
2014-09-20,"Brand Search - Fondo universitario",0,0,0,6
2014-09-20,"Brand Search - Mapfre Autos",101,32.05,130,845
2014-09-20,"Brand Search - Mapfre SCTR",2,0.14,3,9
2014-09-20,"Brand Search - Mapfre Trebol Salud",14,6.91,18,63
2014-09-20,"Brand Search - Sepelios - Mapfre",11,5.3,17,189
2014-09-20,"Brand Search - Soat",14,6.06,10,51
2014-09-20,"Categoria Search - Mapfre Trebol Salud",53,31.52,30,202
2014-09-20,"Categoria Search - Sepelios - Mapfre",64,59.22,73,2092
2014-09-20,"Categorias Search - Mapfre - Hogar 24",5,8.34,5,83
2014-09-20,"Categorias Search - Mapfre Autos",37,40.85,36,554
2014-09-20,"Categorias Search - Mapfre Fondo Universitario",25,19.12,28,408
2014-09-20,"Categorias Search - Mapfre SCTR",25,10.71,26,255
2014-09-20,"Categorias Search - SOAT",107,76.74,89,1328
2014-09-20,"Competencia Search - Mapfre - Hogar 24",0,0,0,2
2014-09-20,"Competencia Search - Mapfre Fondo Universitario",4,4.02,3,205
2014-09-20,"Competencia Search - Mapfre Sctr",2,1.07,3,22
2014-09-20,"Competencia Search - SOAT",7,6.2,9,165
2014-09-20,"Competencia Search - Sepelios - Mapfre",2,6.98,8,287
2014-09-20,"Display I - Mapfre Fondo Universitario",404,129.2,781,609674
2014-09-20,"Display II - Mapfre Fondo Universitario",0,0,0,11
2014-09-21,"(not set)",2,0,0,0
2014-09-21,"Brand Search - Fondo universitario",0,0.27,1,3
2014-09-21,"Brand Search - Mapfre Autos",110,23.77,97,757
2014-09-21,"Brand Search - Mapfre SCTR",5,0.17,3,4
2014-09-21,"Brand Search - Mapfre Trebol Salud",5,2.09,8,41
2014-09-21,"Brand Search - Sepelios - Mapfre",18,3.82,13,175
2014-09-21,"Categoria Search - Mapfre Trebol Salud",18,10.35,9,210
2014-09-21,"Categoria Search - Sepelios - Mapfre",78,59.74,73,2474
2014-09-21,"Categorias Search - Mapfre - Hogar 24",2,6.01,4,50
2014-09-21,"Categorias Search - Mapfre Autos",37,56.63,49,471
2014-09-21,"Categorias Search - Mapfre Fondo Universitario",41,17.77,33,516
2014-09-21,"Categorias Search - Mapfre SCTR",11,7.67,20,218
2014-09-21,"Competencia Search - Mapfre - Hogar 24",0,0,0,1
2014-09-21,"Competencia Search - Mapfre Fondo Universitario",4,2.12,3,215
2014-09-21,"Competencia Search - Mapfre Sctr",5,1.57,4,10
2014-09-21,"Competencia Search - Sepelios - Mapfre",7,4.99,7,301
2014-09-21,"Display I - Mapfre Fondo Universitario",514,130.5,818,653456
2014-09-21,"Display II - Mapfre Fondo Universitario",0,0,0,61
2014-09-22,"Brand Search - Fondo universitario",16,3.46,11,29
2014-09-22,"Brand Search - Mapfre - Hogar 24",14,2.32,5,49
2014-09-22,"Brand Search - Mapfre Autos",241,58.93,247,1707
2014-09-22,"Brand Search - Mapfre SCTR",16,3.69,20,36
2014-09-22,"Brand Search - Mapfre Trebol Salud",21,8.17,23,104
2014-09-22,"Brand Search - Sepelios - Mapfre",28,11.32,29,270
2014-09-22,"Brand Search - Soat",37,22.41,29,113
2014-09-22,"Categoria Search - Mapfre Trebol Salud",37,39.38,31,406
2014-09-22,"Categoria Search - Sepelios - Mapfre",85,45.5,83,3156
2014-09-22,"Categorias Search - Mapfre - Hogar 24",5,6.31,5,114
2014-09-22,"Categorias Search - Mapfre Autos",57,83.54,72,954
2014-09-22,"Categorias Search - Mapfre Fondo Universitario",59,35.97,57,726
2014-09-22,"Categorias Search - Mapfre SCTR",96,29.5,80,788
2014-09-22,"Categorias Search - SOAT",126,98.92,120,2199
2014-09-22,"Competencia Search - Mapfre - Hogar 24",7,24.88,12,1344
2014-09-22,"Competencia Search - Mapfre Fondo Universitario",2,5.11,4,448
2014-09-22,"Competencia Search - Mapfre Sctr",5,2.32,12,98
2014-09-22,"Competencia Search - SOAT",25,16.79,24,348
2014-09-22,"Competencia Search - Sepelios - Mapfre",14,11.98,16,299
2014-09-22,"Display I - Mapfre Fondo Universitario",287,84.65,471,388863
2014-09-22,"Display II - Mapfre Fondo Universitario",0,0.24,1,113
2014-09-22,"Display Infografia - Orientación Vocacional",2,0,0,0
2014-09-23,"Brand Search - Fondo universitario",7,1.64,4,19
2014-09-23,"Brand Search - Mapfre - Hogar 24",5,4,8,63
2014-09-23,"Brand Search - Mapfre Autos",229,53.91,232,1558
2014-09-23,"Brand Search - Mapfre SCTR",9,1.71,11,26
2014-09-23,"Brand Search - Mapfre Trebol Salud",41,10.67,28,81
2014-09-23,"Brand Search - Sepelios - Mapfre",18,13.53,31,348
2014-09-23,"Brand Search - Soat",14,12.29,23,84
2014-09-23,"Categoria Search - Mapfre Trebol Salud",48,45.85,34,302
2014-09-23,"Categoria Search - Sepelios - Mapfre",33,25.75,50,2170
2014-09-23,"Categorias Search - Mapfre - Hogar 24",5,4.73,4,122
2014-09-23,"Categorias Search - Mapfre Autos",62,76.11,63,827
2014-09-23,"Categorias Search - Mapfre Fondo Universitario",42,22.08,42,807
2014-09-23,"Categorias Search - Mapfre SCTR",83,22.15,66,761
2014-09-23,"Categorias Search - SOAT",117,98.82,106,2277
2014-09-23,"Competencia Search - Mapfre - Hogar 24",11,23.77,16,3209
2014-09-23,"Competencia Search - Mapfre Fondo Universitario",0,0,0,347
2014-09-23,"Competencia Search - Mapfre Sctr",7,2.59,9,91
2014-09-23,"Competencia Search - SOAT",11,8.59,12,357
2014-09-23,"Competencia Search - Sepelios - Mapfre",9,10.32,14,424
2014-09-23,"Display I - Mapfre Fondo Universitario",481,139.06,780,662271
2014-09-23,"Display II - Mapfre Fondo Universitario",0,0,0,106
2014-09-24,"(not set)",2,0,0,0
2014-09-24,"Brand Search - Fondo universitario",7,3.21,8,22
2014-09-24,"Brand Search - Mapfre - Hogar 24",5,2.55,3,60
2014-09-24,"Brand Search - Mapfre Autos",213,59.21,219,1669
2014-09-24,"Brand Search - Mapfre SCTR",23,2.04,15,35
2014-09-24,"Brand Search - Mapfre Trebol Salud",28,8.41,26,96
2014-09-24,"Brand Search - Sepelios - Mapfre",14,5.24,11,213
2014-09-24,"Brand Search - Soat",34,12.96,32,85
2014-09-24,"Categoria Search - Mapfre Trebol Salud",11,39.49,29,336
